,search_id,num_planet,disposition,ror,stellar_mass,ss_gravity,period,duration,transit_epoch
303,KIC 9347899,3,1,0.029163,0.958,4.22,87.6476068,8.871,2454967.94222
304,KIC 9347899,4,2,0.01416,0.958,4.22,9.61731426,3.8692,2454975.47479
305,KIC 9388479,1,1,0.042684,0.491,4.807,9.467821474,2.4327,2455011.415842
306,KIC 9388479,2,1,0.024717,0.491,4.807,0.893040969,1.0981,2454967.540342
307,KIC 11359879,1,1,0.099444,1.003,4.459,4.942783419,3.25346,2454969.3294353
308,KIC 9406990,1,1,0.028495,0.999,4.549,20.83426731,4.0454,2455009.58569
309,KIC 9415172,1,1,0.028229,0.867,4.365,9.94602357,3.3862,2455004.70192
310,KIC 9415172,2,1,0.013092,0.867,4.365,1.04562195,1.8955,2454966.91912
311,KIC 9415172,3,1,0.016046,0.867,4.365,5.71462396,2.336,2454965.63866
312,KIC 9904059,1,0,0.050162,2.15,3.066,102.9641952,15.735,2454991.07473
313,KIC 3231341,2,1,0.025296,0.884,4.197,8.14515981,5.073,2454973.56811
314,KIC 3231341,3,1,0.318792,0.884,4.197,18.9985279,4.529,2454977.74157
315,KIC 3231341,4,1,0.015253,0.884,4.197,4.24439049,3.282,2454970.06643
316,KIC 2860866,1,2,0.053684,1.279,4.375,90.1240507,11.649,2455189.23415
317,KIC 7626506,2,1,0.026109,0.776,4.508,28.5742692,4.9427,2454976.8315
318,KIC 10460629,1,2,0.027062,1.063,4.232,856.672115,23.144,2455061.44988
319,KIC 10319385,1,2,0.012649,1.064,4.505,0.689210173,1.6169,2454966.28584
320,KIC 10482160,1,1,0.022075,0.865,4.597,7.34373964,1.1784,2454970.29874
321,KIC 10485069,1,0,0.307625,1.149,4.444,0.445277068,3.539,2454966.52312
322,KIC 3233043,1,0,0.305894,0.905,3.892,0.379463865,0.86896,2455003.2480164
323,KIC 6579806,1,0,0.235723,0.997,4.512,9.88047978,2.78458,2455006.608672
324,KIC 3560301,1,0,0.013299,1.671,3.577,4.6484156,38.1939,2455094.09395
325,KIC 4044005,1,0,0.110483,0.998,4.33,17.512014768,1.8248,2455007.282592
326,KIC 11502218,1,2,0.023067,2.016,2.472,3.9886021,1.7376,2455004.01852
327,KIC 11180361,1,2,0.301918,2.166,3.559,0.533059312,1.8621,2455004.2274419
328,KIC 5802246,1,0,0.255581,0.819,4.497,0.525154153,2.1441,2454966.744359
329,KIC 6066403,1,0,0.282709,0.887,4.475,1.303861044,4.0541,2454967.212059
330,KIC 5988031,1,0,0.237273,0.954,4.508,2.55549176,9.083,2454967.50078
331,KIC 7684873,1,0,1.654364,1.828,4.002,2.947376671,2.0911,2455004.522978
332,KIC 8559644,1,1,0.056891,1.092,4.293,224.7789355,11.1899,2454975.095338
333,KIC 2851100,1,0,0.016162,0.815,4.628,0.890110752,0.8774,2454966.2647
334,KIC 3130300,1,0,0.015428,1.657,3.364,5.76573396,2.924,2454966.30941
335,KIC 3240158,1,1,0.019228,1.14,4.353,7.42608123,3.6379,2454972.90039
336,KIC 3240158,2,1,0.012587,1.14,4.353,15.9868932,4.158,2454970.5964
337,KIC 3228959,1,0,0.184858,0.938,4.553,0.73094589,4.32,2454966.68876
338,KIC 3218908,1,1,0.026104,1.808,3.317,18.92537246,3.9835,2454982.49558
339,KIC 10341913,1,0,0.013481,1.233,3.849,0.933749106,4.256,2454967.31831
340,KIC 10480921,1,0,0.010693,0.975,4.415,2.037440623,3.442,2454966.59962
341,KIC 10287723,1,2,0.037707,0.717,4.572,129995.7784,9.408,2455226.59962
342,KIC 10350571,1,1,0.010989,1.016,4.1,31.5925809,13.566,2454975.9649
343,KIC 10350571,2,1,0.009558,1.016,4.1,17.157236,11.284,2454966.68951
344,KIC 3749365,1,1,0.159864,0.534,4.762,1.97376085,1.82542,2455011.6894194
345,KIC 11013201,1,2,0.017826,2.018,3.488,13.118962443,4.3045,2455094.539434
346,KIC 11673674,1,0,0.066285,0.938,4.381,4.618767792,5.9957,2454966.386535
347,KIC 11013201,2,2,0.006005,2.018,3.488,7.82187328,3.8417,2454956.49907
348,KIC 9414417,1,2,0.013111,1.174,4.016,53.5057611,10.5616,2455005.98304
349,KIC 3632418,1,1,0.008919,1.162,4.026,2.785821236,3.5599,2455093.83731
350,KIC 3441784,1,0,0.418905,1.62,4.178,52.56901867,6.7507,2455017.971267
351,KIC 5820218,1,0,0.240197,0.582,4.71,3.411758679,3.158,2454966.18086
352,KIC 5876368,1,0,0.016596,0.889,4.575,0.525426427,1.0801,2454966.187901
353,KIC 5809890,1,1,0.016909,0.807,4.576,1.269091415,1.4647,2454966.343682
354,KIC 5809890,2,1,0.016317,0.807,4.576,2.853133997,1.465,2454966.79678
355,KIC 6131236,1,1,0.019,1.05,4.486,6.79685353,3.1702,2454971.11324
356,KIC 9048161,1,0,0.326603,1.089,3.923,8.667822346,4.9658,2454970.341841
357,KIC 3218908,2,1,0.011027,1.808,3.317,1.475323222,2.3155,2454964.83272
358,KIC 3218908,3,1,0.01428,1.808,3.317,4.15246118,2.5755,2454967.57991
359,KIC 2837111,1,1,0.015161,1.047,4.493,8.7348852,4.49,2454968.0818
360,KIC 3120276,1,0,0.019462,0.95,4.553,10.26547688,3.733,2454969.49663
361,KIC 2307199,1,2,0.046114,1.001,4.405,13.4471791,3.0454,2454965.830555
362,KIC 3547091,1,0,0.335281,0.786,4.629,3.305577989,2.5903,2455013.68154
363,KIC 3869825,1,0,0.124793,1.256,4.347,4.800653901,9.0419,2454967.365782
364,KIC 3655332,1,0,0.317877,1.028,4.028,15.06649901,5.9885,2454973.654788
365,KIC 4042026,1,0,0.132704,0.746,4.522,34.82008158,11.1711,2454996.015559
366,KIC 3344419,1,0,0.290399,0.975,4.375,0.651784374,2.0141,2454966.111707
367,KIC 11192141,1,0,0.250431,0.931,2.012,1.353771892,7.012,2455094.43662
368,KIC 11494130,1,0,0.258011,1.352,3.761,18.95491633,24.249,2455095.46677
369,KIC 5648449,1,0,0.219949,1.679,0.65,4.348866254,3.2797,2455095.72768
370,KIC 12167361,1,0,0.321419,1.737,4.104,47.93094546,2.6897,2455012.096467
371,KIC 8607720,1,0,0.005126,1.372,3.122,3.99751422,3.686,2455094.7243
372,KIC 1433962,1,0,0.022007,0.654,4.626,1.592633181,5.5605,2454966.9243804
373,KIC 9032900,1,1,0.063536,1.341,4.082,67.5923754,12.249,2454984.75056
374,KIC 5956342,1,1,0.021839,0.881,4.327,17.02902786,4.645,2454976.33395
375,KIC 5956342,2,1,0.014341,0.881,4.327,6.84619236,3.529,2454965.17265
376,KIC 5956342,3,1,0.02055,0.881,4.327,67.8321638,7.358,2454958.881
377,KIC 5956342,4,1,0.020505,0.881,4.327,43.1312147,3.198,2454999.26105
378,KIC 5956656,1,1,0.012766,0.933,4.32,1.224866441,1.7086,2454966.20824
379,KIC 3109930,1,1,0.021892,0.976,4.451,37.8102649,8.733,2454991.35799
380,KIC 2854914,1,1,0.018556,1.059,4.287,25.93406406,4.6142,2454982.76273
381,KIC 2854914,2,1,0.020442,1.059,4.287,83.4463485,6.536,2454991.68061
382,KIC 3337425,1,0,0.216054,0.96,4.363,7.04710032,2.926,2454972.79737
383,KIC 3116412,1,1,0.014939,0.968,4.236,12.99204853,6.0175,2454969.32016
384,KIC 3865567,1,0,0.082423,1.07,4.471,11.11620211,4.211,2454966.100575
385,KIC 3544689,1,0,0.051164,1.028,4.531,1.922861499,3.5734,2454967.658644
386,KIC 4037164,1,0,0.316337,0.554,4.7,0.635445336,1.8592,2454967.184037
387,KIC 3443790,1,0,0.319369,1.378,3.686,1.665784138,1.8946,2454966.863028
388,KIC 3966912,1,0,0.366484,0.894,4.528,55.6639167,23.546,2454989.35017
389,KIC 8394721,1,1,0.049363,1.101,4.237,52.09081627,8.6388,2454991.744665
390,KIC 11607193,1,0,0.039041,1.616,4.166,7.1548608,7.694,2455099.04847
391,KIC 1161345,1,1,0.025717,0.911,4.576,4.28746668,1.5693,2455095.06245
392,KIC 10227501,1,0,0.014608,0.799,4.44,2.002779769,2.231,2455094.95791
393,KIC 2854698,1,1,0.020743,0.821,4.494,8.18739443,3.0472,2455093.86931
394,KIC 2854698,2,1,0.018858,0.821,4.494,76.0498163,7.158,2454994.71445
395,KIC 8559644,2,1,0.01238,1.092,4.293,3.341799486,2.9254,2454974.35472
396,KIC 6032981,1,0,0.008278,2.698,2.41,3.3226948,3.568,2454967.444
397,KIC 5866099,1,0,0.285292,0.873,4.193,36.97708808,4.737,2454966.62681
398,KIC 5964985,1,0,0.127275,1.18,4.176,1.851409163,10.232,2454966.17995
399,KIC 6066416,1,0,0.005894,1.069,4.103,1.303859704,2.8239,2454967.21201
400,KIC 1996679,1,0,0.335735,0.969,4.346,145.5624926,5.4126,2454979.0588
401,KIC 2849805,1,1,0.015686,0.987,4.447,3.749105745,1.9826,2454968.10837
402,KIC 3114811,1,1,0.011202,1.497,3.698,11.08956602,6.2877,2454974.76142
403,KIC 2853446,1,2,0.022864,0.982,4.371,7.37290344,2.172,2454970.60991
404,KIC 3003992,1,0,0.006839,0.869,4.494,7.24476126,2.3145,2454972.10497
405,KIC 3942446,1,2,0.103475,0.76,4.392,119.0624882,3.1188,2454982.22223
406,KIC 3554031,1,1,0.033251,0.59,4.722,8.70798309,2.4904,2455196.05638
407,KIC 3554031,2,2,0.025982,0.59,4.722,14.8623076,3.161,2455187.57297
408,KIC 3554031,3,1,0.020401,0.59,4.722,4.17634276,2.335,2455185.99674
409,KIC 8394721,2,1,0.025079,1.101,4.237,27.40229859,6.8491,2454966.6284
410,KIC 7295235,1,1,0.012917,0.96,4.554,3.179267286,1.0246,2455094.841607
411,KIC 2302548,1,1,0.025572,0.816,4.566,10.38122447,2.715,2455101.02421
412,KIC 2302548,2,1,0.033128,0.816,4.566,24.5709023,3.587,2454968.87209
413,KIC 10743597,1,0,0.173832,0.956,4.536,81.221876,4.1135,2455017.26164
414,KIC 10743597,2,0,0.030636,0.956,4.536,0.817026268,2.0799,2454965.835239
415,KIC 9818381,1,1,0.081878,1.227,4.261,3.024092505,2.8021,2454965.4168573
416,KIC 6124941,1,0,0.292493,0.164,5.126,5.670155713,0.9361,2454969.201739
417,KIC 6060203,1,1,0.010229,0.875,4.363,1.022678654,1.3712,2454966.45422
418,KIC 5880320,1,1,0.0187,0.96,4.093,12.10968709,6.3461,2454973.21258
419,KIC 5880320,2,1,0.010702,0.96,4.093,4.75796103,4.66,2454970.69636
420,KIC 5880320,3,1,0.018577,0.96,4.093,20.4972755,8.536,2454980.43894
421,KIC 3003992,2,0,0.006462,0.869,4.494,13.55480534,2.288,2454972.81609
422,KIC 6307537,1,0,0.233128,0.839,4.569,29.74454668,23.2842,2455005.386652
423,KIC 6359798,1,0,0.470267,0.994,4.404,14.15402428,4.47001,2454973.698466
424,KIC 6311681,1,0,0.353039,0.865,4.452,0.844786082,3.5289,2454967.216987
425,KIC 6365321,1,0,0.314173,1.019,4.504,0.848483947,1.4451,2454966.585301
426,KIC 6301035,1,0,0.320114,0.944,4.352,11.99097576,5.7401,2454976.28437
427,KIC 3859079,1,1,0.029542,0.791,4.624,53.5292702,5.668,2454980.86464
428,KIC 3557493,1,0,0.214695,1.085,4.449,0.393726813,2.95,2454966.310396
429,KIC 4061149,1,1,0.021901,0.454,4.84,2.757584622,0.9267,2454966.05017
430,KIC 3444588,1,1,0.017601,0.621,4.672,0.928310036,1.1899,2454966.80358
431,KIC 8394721,3,1,0.023452,1.101,4.237,13.48457668,5.0197,2454969.61808
432,KIC 3962243,1,1,0.03477,1.037,4.477,31.8841473,6.122,2454993.20696
433,KIC 10743597,3,2,0.902495,0.956,4.536,16.15811112,6.049,2454976.00233
434,KIC 10015516,1,0,0.150573,2.372,2.754,67.69213907,51.349,2454971.534171
435,KIC 10154388,1,1,0.015945,0.897,4.451,12.06222962,2.0584,2454971.22229
436,KIC 1432789,1,1,0.018094,1.035,4.28,9.93146307,5.678,2454969.49128
437,KIC 1718189,1,1,0.018296,0.97,4.54,21.85362905,3.439,2454977.32031
438,KIC 5880320,4,1,0.010952,0.96,4.093,8.19345065,5.234,2454971.99617
439,KIC 5130369,1,0,0.033104,2.219,4.229,19.97867,10.168,2454970.17061
440,KIC 6037187,1,1,0.019015,0.961,4.445,41.8059544,6.057,2454975.81919
441,KIC 6147122,1,0,0.008928,1.878,4.08,15.45158184,2.406,2454975.21096
442,KIC 8257407,1,0,0.590496,0.959,4.021,89.698168533,5.5418,2455009.3060152
443,KIC 8218274,1,0,0.414215,1.243,4.186,1.187352427,4.999,2454966.465454
444,KIC 3964562,1,0,0.294213,2.063,4.137,3.012476582,3.1424,2454968.259271
445,KIC 5735762,1,1,0.019376,0.856,4.489,4.77800306,2.7361,2454957.061465
446,KIC 6292162,1,0,0.052382,0.998,4.499,7.814839231,3.0122,2455190.519981
447,KIC 6307521,1,0,0.03286,0.865,4.372,29.7452499,22.695,2454990.38519
448,KIC 6359320,1,1,0.022482,1.016,4.517,5.32667299,3.4045,2455190.12617
449,KIC 3848972,1,0,0.314771,0.869,4.592,0.741057213,1.05299,2454964.947273
450,KIC 3860441,1,0,0.246924,0.907,4.577,2.988085455,3.68,2454966.27252
451,KIC 3765771,1,0,0.286516,1.148,3.835,2.783883492,2.4546,2454966.227846
452,KIC 3557341,1,0,0.261231,0.903,4.575,0.393727296,3.02,2455011.587454
453,KIC 3859628,1,1,0.033266,0.943,4.499,8.17242644,3.902,2455194.20157
454,KIC 3644071,1,2,0.505204,0.889,4.346,1295.362215,28.297,2455009.10646
455,KIC 1718189,2,1,0.015111,0.97,4.54,13.0607936,3.215,2454970.63148
456,KIC 1431122,1,2,0.019694,0.861,4.385,4.2989201,2.747,2454965.86187
457,KIC 3858949,1,0,0.256824,0.892,4.584,25.9518461,14.581,2454987.88212
458,KIC 3858824,1,0,0.30359,0.813,4.604,25.9518536,14.755,2454987.88278
459,KIC 2157247,1,0,0.043076,0.923,4.442,5.68628739,17.573,2454968.89269
460,KIC 7601633,1,0,0.112808,1.43,3.901,15.663886949,2.4775,2454980.395712
461,KIC 8242681,1,0,0.150191,1.093,4.45,4.020628573,4.4085,2454966.638478
462,KIC 8260218,1,2,0.101045,0.869,4.526,5.714817603,3.14126,2455188.00831
463,KIC 8246781,1,0,0.333723,1.18,4.237,185.02288222,4.87326,2455106.185533
464,KIC 8264070,1,0,0.043891,1.359,3.619,2.897432135,3.1793,2455283.75739
465,KIC 8222813,1,1,0.030316,0.809,4.474,8.70420525,2.9385,2455190.55941
466,KIC 6359320,2,1,0.013795,1.016,4.517,8.1280933,3.727,2455191.68367
467,KIC 6359320,3,2,0.011852,1.016,4.517,2.83668931,3.031,2455186.81531
468,KIC 6362874,1,1,0.012716,0.924,4.563,0.974868896,1.6191,2454966.076265
469,KIC 6272413,1,1,0.015988,0.794,4.483,4.89721006,1.812,2454966.39852
470,KIC 8279765,1,0,0.206038,0.948,4.514,2.757794163,2.7644,2454968.232863
471,KIC 8330548,1,0,0.111651,1.164,4.407,1.914158508,3.2917,2454967.644919
472,KIC 3348082,1,0,0.019666,1.019,4.066,3.98216698,2.396,2454968.52749
473,KIC 3853673,1,0,0.215255,0.917,4.561,0.643794198,1.5662,2454966.984483
474,KIC 3447722,1,1,0.023572,1.08,4.224,16.08832318,5.731,2454972.49184
475,KIC 3447722,2,1,0.015115,1.08,4.224,10.30067919,4.885,2454975.74251
476,KIC 3447722,3,1,0.020763,1.08,4.224,35.6757453,7.381,2454978.00717
477,KIC 1432214,1,0,0.273088,1.142,4.327,161.78832712,5.31,2455047.039
478,KIC 2165002,1,1,0.032537,0.749,4.602,16.56806842,4.2647,2454979.15285
479,KIC 2165002,2,1,0.027927,0.749,4.602,47.3329299,2.708,2454984.41614
480,KIC 2441728,1,0,0.00864,0.958,4.537,0.856895349,1.3078,2454966.67521
481,KIC 1871056,1,1,0.016213,1.472,3.963,40.8065333,13.135,2454988.71586
482,KIC 8222813,2,1,0.016558,0.809,4.474,2.46697039,1.6345,2455187.93093
483,KIC 12105051,1,2,0.052044,0.963,4.514,2.624234833,1.3874,2454965.304988
484,KIC 8240904,1,1,0.0211,0.947,4.19,6.61836309,3.6813,2455193.36694
485,KIC 8240904,2,1,0.033622,0.947,4.19,107.7214092,8.042,2455187.19522
486,KIC 8240904,3,2,0.017215,1.053,4.444,92.77779,6.64,2455200.6112
487,KIC 8374494,1,0,0.390092,0.919,4.52,5.251916208,4.9095,2455190.321883
488,KIC 5735762,2,1,0.027629,0.856,4.489,9.673958488,3.2641,2454958.339418
489,KIC 8414907,1,0,0.35047,0.8,4.566,100.3039228,8.702,2455110.0607
490,KIC 8397446,1,0,0.29077,1.049,4.176,0.986620248,3.9722,2455281.5959
491,KIC 3962243,2,1,0.025658,1.037,4.477,14.12847677,3.685,2454975.8971
492,KIC 3962243,3,1,0.038915,1.037,4.477,48.6478543,5.464,2455005.1271
493,KIC 3438507,1,1,0.01755,1.096,4.441,8.39842977,6.344,2454969.31152
494,KIC 3869014,1,1,0.017995,1.536,3.657,8.63847391,5.4566,2454972.94684
495,KIC 3756801,1,2,0.037343,1.004,4.12,422.917678,31.274,2455281.49648
496,KIC 1871056,2,1,0.014948,1.472,3.963,140.10765,18.503,2455049.21749
497,KIC 1865042,1,1,0.010446,0.902,4.374,3.4815917,1.8069,2454965.98828
498,KIC 2438502,1,0,0.151129,1.343,3.79,8.360616221,7.5385,2455005.264978
499,KIC 2309585,1,0,0.047309,1.038,4.508,1.838514968,2.7391,2455185.72266
500,KIC 5780460,1,1,0.060738,0.737,4.523,35.61760233,8.4559,2455030.03573
501,KIC 8244190,1,0,0.013798,0.959,4.551,1.09206833,1.8596,2454966.19403
502,KIC 8229696,1,1,0.02174,0.865,4.548,10.12805158,3.517,2454972.1159
503,KIC 8262210,1,0,0.009463,0.886,4.223,1.613001111,2.394,2455011.52846
504,KIC 10272640,1,1,0.102677,1.124,4.426,3.770551475,3.8077,2455190.11836
505,KIC 10232123,1,0,0.073911,1.23,3.8,1.343767797,1.9405,2454966.275862
506,KIC 10223616,1,0,0.290396,0.494,4.767,29.12436474,3.4209,2454975.16154
507,KIC 8415745,1,0,0.356333,0.993,4.507,31.82814583,2.917,2455199.704854
508,KIC 8378634,1,0,0.024717,1.171,4.336,3.629442796,5.63,2454967.70066
509,KIC 8397675,1,0,0.283769,1.325,3.565,0.553261874,0.8875,2454966.446605
510,KIC 8346392,1,1,0.023129,0.567,4.714,5.72812616,2.0295,2454968.18066
511,KIC 8288947,1,1,0.018377,0.884,4.588,3.75574267,2.2911,2454966.4333
512,KIC 8312852,1,0,0.028601,0.973,4.54,7.44042933,2.991,2454967.76331
513,KIC 9480189,1,1,0.042884,0.868,4.4,6.581477136,3.0896,2455007.787814
514,KIC 11974540,1,1,0.076351,2.736,2.936,24.669192732,7.03515,2454965.864236
515,KIC 9480189,2,1,0.025814,0.868,4.4,2.382652873,1.8888,2455003.66626
516,KIC 9480189,3,1,0.050261,0.868,4.4,24.66461416,2.8579,2455022.02031
517,KIC 9512687,1,1,0.033306,0.91,4.59,11.51517167,2.006,2455007.85855
518,KIC 8644288,1,1,0.042627,0.882,4.338,7.641567589,3.41018,2454968.407564
519,KIC 5738346,1,0,0.337572,0.555,4.727,30.6113932,3.576,2455207.6216
520,KIC 1725016,1,1,0.01917,1.002,4.474,7.40742502,3.675,2455188.49652
521,KIC 1722276,1,0,0.173539,0.935,3.783,569.934135,4.1904,2455081.94045
522,KIC 892772,1,0,0.014236,0.727,4.547,5.09246539,3.659,2455190.53594
523,KIC 10268907,1,0,0.016876,0.835,4.609,1.103971357,0.926,2455187.58216
524,KIC 5446285,1,1,0.038633,1.051,4.521,10.916108342,3.6496,2454966.009227
525,KIC 10166274,1,1,0.032813,0.467,4.781,3.353732008,1.4598,2454967.869597
526,KIC 10166274,2,1,0.040795,0.467,4.781,6.877446033,1.3692,2454965.08426
527,KIC 10166274,3,1,0.037174,0.467,4.781,28.46464804,2.6657,2454991.03986
528,KIC 10153827,1,0,0.286276,0.928,4.554,0.293630085,2.3857,2454966.584241
529,KIC 5735762,3,1,0.02097,0.856,4.489,42.89645024,5.6897,2454979.0613
530,KIC 8302450,1,0,0.016528,0.847,4.564,2.44199803,2.759,2454967.57095
531,KIC 8313667,1,2,0.01965,1.024,4.38,30.5872153,5.3698,2454995.8842
532,KIC 8351704,1,1,0.017457,0.4,4.861,7.09712124,2.1059,2454969.34514
533,KIC 8299955,1,0,0.008932,0.997,4.262,2.6827683,2.957,2454967.25535
534,KIC 9513865,1,1,0.024764,0.805,4.48,3.601465336,2.2753,2455004.99184
535,KIC 9595686,1,0,0.047945,0.819,4.495,3.108251172,2.5048,2455003.244566
536,KIC 9605514,1,1,0.021322,1.084,4.448,25.8474958,5.985,2455021.874
537,KIC 9605514,2,1,0.023993,1.084,4.448,40.715561,6.894,2454979.36485
538,KIC 9661877,1,0,0.042256,1.043,4.494,20.42720701,3.447,2455009.71737
539,KIC 5728283,1,0,0.202041,0.982,4.524,6.198273591,7.53837,2455016.3731434
540,KIC 8127639,1,0,0.038794,0.901,4.491,1.023471798,2.3499,2455187.8182
541,KIC 6047498,1,0,0.229228,0.853,4.597,0.51872711,1.252,2454966.676312
542,KIC 8125580,1,1,0.037282,0.52,4.753,17.31711739,3.1518,2454975.36094
543,KIC 8158127,1,1,0.021623,1.204,3.98,9.42889884,4.4481,2454973.1046
544,KIC 10158990,1,0,0.016192,0.717,4.528,1.096583368,2.1188,2454966.61436
545,KIC 10149023,1,2,0.244849,1.15,4.454,9.95639775,5.615,2454967.29186
546,KIC 10141900,1,1,0.018135,0.8,4.49,6.50327035,2.591,2454968.26657
547,KIC 10141900,2,1,0.01546,0.8,4.49,4.09667624,2.19,2454966.09833
548,KIC 10141900,3,1,0.013587,0.8,4.49,1.196548464,1.2592,2454965.53363
549,KIC 8410727,1,1,0.013423,1.156,4.202,11.47609015,5.046,2454968.39622
550,KIC 8410727,2,1,0.011085,1.156,4.202,25.2630467,6.22,2454967.18397
551,KIC 8278371,1,1,0.007964,0.974,4.395,0.677374687,1.8361,2454966.94573
552,KIC 8280511,1,1,0.013143,0.838,4.499,10.43547031,3.4167,2454967.82462
553,KIC 8280511,2,1,0.010073,0.838,4.499,7.41084314,3.245,2454968.75425
554,KIC 9710326,1,1,0.036375,0.47,4.781,28.59914031,3.6567,2455022.92667
555,KIC 9761882,1,1,0.028979,0.831,4.605,24.58716355,3.984,2455006.70572
556,KIC 5297298,1,0,0.112571,1.14,3.991,34.193600311,5.41382,2454988.2966351
557,KIC 9766437,1,1,0.032795,0.991,4.522,12.53248222,4.0168,2455003.76535
558,KIC 9772531,1,2,0.169571,0.461,4.796,31.201692472,2.15663,2455016.4076137
559,KIC 9775938,1,1,0.043296,0.827,4.462,13.19720694,3.4872,2455004.545479
560,KIC 8644288,2,1,0.05159,0.882,4.338,14.85890852,3.5252,2454961.154869
561,KIC 8158127,2,1,0.011602,1.204,3.98,4.08897299,3.585,2454968.76402
562,KIC 8176653,1,0,0.035102,0.854,4.598,2.866680334,1.1264,2454967.066374
563,KIC 8174625,1,1,0.030722,0.882,4.413,17.44486016,4.445,2454974.6802
564,KIC 8183911,1,0,0.163795,0.804,3.69,8.30697421,2.76,2454970.08254
565,KIC 10157458,1,1,0.016434,0.938,4.554,7.33685101,3.548,2454971.5829
566,KIC 4649305,1,0,0.052355,1.333,4.31,22.65117451,3.6895,2454973.337593
567,KIC 10148521,1,0,0.012855,0.938,4.552,1.204274435,1.3362,2454967.05838
568,KIC 10118816,1,1,0.016108,0.535,4.753,7.71790675,1.84,2454972.15725
569,KIC 10122255,1,1,0.019867,0.939,4.396,27.6652847,6.633,2454977.8714
570,KIC 3124412,1,0,0.298025,1.152,4.391,0.948950734,4.0245,2454967.368152
571,KIC 3835670,1,1,0.028038,1.048,4.159,14.55730897,7.7643,2454978.095012
572,KIC 10287248,1,0,0.27118,0.517,4.776,4.722254104,3.451,2455011.243313
573,KIC 10351767,1,0,0.499997,1.106,4.434,0.635069939,2.07171,2454967.0209283
574,KIC 10295951,1,2,0.114797,1.461,3.967,6.810823723,7.98574,2454969.04667
575,KIC 10342041,1,0,0.326591,0.737,4.596,0.933746515,6.6522,2454966.387415
576,KIC 10514770,1,0,0.062711,0.76,4.486,1.872421727,1.5261,2454967.366162
577,KIC 9775938,2,1,0.031582,0.827,4.462,33.6528474,3.9616,2454980.8025
578,KIC 9787239,1,1,0.035599,0.509,4.75,5.90127815,2.1979,2455004.40674
579,KIC 9787239,2,1,0.0337,0.509,4.75,8.75209691,2.3742,2455003.63671
580,KIC 9787239,3,1,0.039959,0.509,4.75,22.78078241,3.3002,2454988.20408
581,KIC 9787239,4,1,0.022623,0.509,4.75,2.896005211,1.6776,2454966.61228
582,KIC 9787239,5,1,0.027073,0.509,4.75,0.742957911,0.6688,2454966.27936
583,KIC 2309719,1,0,0.283169,1.095,4.281,54.35635067,6.4345,2454997.070221
584,KIC 2558363,1,0,0.242745,0.792,4.625,0.54624855,2.0543,2455011.5614
585,KIC 2716853,1,1,0.028791,0.93,4.538,18.82744023,4.664,2455029.19088
586,KIC 2445154,1,0,0.025159,0.662,4.668,8.4120069,3.923,2454972.64745
587,KIC 2715135,1,1,0.026906,0.637,4.64,5.747711909,1.8923,2454966.29939
588,KIC 8644288,3,1,0.017643,0.882,4.338,3.504691252,1.9811,2454966.511941
589,KIC 3113266,1,0,0.349278,0.731,4.604,0.995861402,1.1507,2454965.346819
590,KIC 3247268,1,1,0.083303,0.957,4.351,86.67856052,10.1289,2455008.597013
591,KIC 3247268,2,1,0.043209,0.957,4.351,12.21828097,2.6969,2454973.321095
592,KIC 3232859,1,0,0.369981,1.299,4.044,8.387210055,1.6477,2454971.903759
593,KIC 3098184,1,0,0.082932,1.129,4.419,15.2384539,19.292,2455202.56902
594,KIC 2720309,1,0,0.284068,1.099,4.465,0.413334492,2.3808,2454966.212225
595,KIC 10342065,1,0,0.317424,1.807,3.424,0.93374614,6.551,2454966.388153
596,KIC 10352945,1,0,0.018468,1.083,4.446,6.47179275,6.788,2455189.38477
597,KIC 10354039,1,1,0.056124,0.834,4.47,64.617518,5.796,2454999.14425
598,KIC 10330115,1,1,0.034865,0.813,4.62,13.21409607,3.5641,2454973.58492
599,KIC 10426656,1,1,0.017666,0.865,4.372,6.05729966,3.7419,2454968.92756
600,KIC 9820483,1,1,0.046303,1.021,4.518,3.584101048,2.7316,2455003.427829
601,KIC 9941662,1,1,0.064717,2.466,3.867,1.763587535,3.16877,2454953.5659254
602,KIC 7778437,1,1,0.074468,1.304,4.32,5.014234733,4.589,2454966.174289
603,KIC 9823457,1,1,0.031988,0.978,4.532,8.11528727,3.211,2455007.52257
604,KIC 9823457,2,1,0.031099,0.978,4.532,36.9250409,4.9381,2455007.22246
605,KIC 2574201,1,0,0.209206,0.459,4.813,37.4783492,5.317,2454990.31713
606,KIC 2166206,1,0,0.182422,1.122,4.024,8.09695764,3.319,2454973.74216
607,KIC 2164169,1,1,0.02967,1.043,4.108,32.3122867,6.569,2454966.867
608,KIC 2574338,1,1,0.020371,1.273,4.347,9.22961384,2.235,2454971.43961
609,KIC 2584163,1,1,0.015571,0.983,4.46,14.5598556,5.624,2454968.95038
610,KIC 4180280,1,1,0.036246,0.867,4.594,4.176254191,3.6716,2454966.090415
611,KIC 3239636,1,0,0.223797,1.158,3.92,0.528755447,5.714,2454966.38227
612,KIC 2721030,1,1,0.025279,1.026,4.506,6.10027621,4.7476,2454968.58656
